SITE_TYPE,SITE_NUMBER,SITE_ID,FENCED,LOCATION,DATE,DOMINANT_WILLOW_TYPE,ECOSYSTEM_TYPE,PREDOMINANT_HERB_SPECIES_1,PREDOMINANT_HERB_SPECIES_2,BEAVER_PRESENCE,CORNER_POINT,UTM_E_NAD83,UTM_N_NAD83,GPS_ACCURACY_M,SLOPE_PERCENT,ASPECT,ELEVATION_M,COMMENTS,BURNED,BURN_YEAR
WNC,21,WNC21,NA,NA,NA,NA,NA,NA,NA,NA,S,445145,4472378,NA,NA,NA,NA,NA,NA,NA
WNC,21,WNC21,NA,NA,NA,NA,NA,NA,NA,NA,W,445149,4472375,NA,NA,NA,NA,NA,NA,NA
WNC,22,WNC22,N,Hidden_Valley,2008-08-19T00:00:00Z,tall,wet_meadow,Carex,Grass,None,Center,445136,4472434,5,NA,NA,2807,NA,NA,NA
WNC,22,WNC22,NA,NA,NA,NA,NA,NA,NA,NA,N,445127,4472438,NA,NA,NA,NA,NA,NA,NA
WNC,22,WNC22,NA,NA,NA,NA,NA,NA,NA,NA,E,445131,4472439,NA,NA,NA,NA,NA,NA,NA
WNC,22,WNC22,NA,NA,NA,NA,NA,NA,NA,NA,S,445126,4472433,NA,NA,NA,NA,NA,NA,NA
WNC,22,WNC22,NA,NA,NA,NA,NA,NA,NA,NA,W,445123,4472434,NA,NA,NA,NA,NA,NA,NA
WNC,23,WNC23,N,Hidden_Valley,2008-08-19T00:00:00Z,Intermediate_tall,riparian,Carex,NA,None,Center,445247,4472341,5,NA,NA,2800,NA,NA,NA
WNC,23,WNC23,NA,NA,NA,NA,NA,NA,NA,NA,N,445247,4472333,NA,NA,NA,NA,lots_of_recruitment,NA,NA
WNC,23,WNC23,NA,NA,NA,NA,NA,NA,NA,NA,E,445247,4472334,NA,NA,NA,NA,NA,NA,NA
WNC,23,WNC23,NA,NA,NA,NA,NA,NA,NA,NA,S,445243,4472340,NA,NA,NA,NA,NA,NA,NA
WNC,23,WNC23,NA,NA,NA,NA,NA,NA,NA,NA,W,445244,4472334,NA,NA,NA,NA,NA,NA,NA
WNC,24,WNC24,N,Glacier_Creek,2008-08-20T00:00:00Z,tall,riparian,Grass,NA,None,Center,449259,4465013,18,0,F,2565,NA,NA,NA
WNC,24,WNC24,NA,NA,NA,NA,NA,NA,NA,NA,N,449263,4465014,NA,NA,NA,NA,NA,NA,NA
WNC,24,WNC24,NA,NA,NA,NA,NA,NA,NA,NA,E,449260,4465012,NA,NA,NA,NA,NA,NA,NA
WNC,24,WNC24,NA,NA,NA,NA,NA,NA,NA,NA,S,449260,4465012,NA,NA,NA,NA,NA,NA,NA
WNC,24,WNC24,NA,NA,NA,NA,NA,NA,NA,NA,W,449258,4465015,NA,NA,NA,NA,NA,NA,NA
WNC,25,WNC25,N,Glacier_Creek,2008-08-20T00:00:00Z,tall,riparian,Grass,NA,None,Center,449116,4464778,6,NA,NA,2613,lodgepole_pines_near_site,NA,NA
WNC,25,WNC25,NA,NA,NA,NA,NA,NA,NA,NA,N,449114,4464784,NA,NA,NA,NA,NA,NA,NA
WNC,25,WNC25,NA,NA,NA,NA,NA,NA,NA,NA,E,449118,4464776,NA,NA,NA,NA,NA,NA,NA
WNC,25,WNC25,NA,NA,NA,NA,NA,NA,NA,NA,S,449117,4464776,NA,NA,NA,NA,NA,NA,NA
WNC,25,WNC25,NA,NA,NA,NA,NA,NA,NA,NA,W,449116,4464778,NA,NA,NA,NA,NA,NA,NA
WNC,26,WNC26,N,Cow_Creek,2008-08-20T00:00:00Z,intermediate,dry_meadow,Grass,NA,None,Center,457489,4475423,5,10,W,2410,canopies_of_2_large_aspen_intersect_plot,NA,NA
WNC,26,WNC26,NA,NA,NA,NA,NA,NA,NA,NA,N,457489,4475427,NA,NA,NA,NA,W_corner_of_plot_may_be_covered_with_mud,NA,NA
WNC,26,WNC26,NA,NA,NA,NA,NA,NA,NA,NA,E,457493,4475427,NA,NA,NA,NA,NA,NA,NA
WNC,26,WNC26,NA,NA,NA,NA,NA,NA,NA,NA,S,457491,4475422,NA,NA,NA,NA,NA,NA,NA
WNC,26,WNC26,NA,NA,NA,NA,NA,NA,NA,NA,W,457490,4475427,NA,NA,NA,NA,NA,NA,NA
WNC,27,WNC27,N,Hallowell_Park,2008-08-20T00:00:00Z,tall,riparian_dry_meadow,NA,NA,Dam/Foodcache/cuttings/tracks/scat,Center,NA,NA,5,NA,NA,2560,NA,NA,NA
WNC,27,WNC27,NA,NA,NA,NA,NA,NA,NA,NA,N,448306,4465590,NA,NA,NA,NA,NA,NA,NA
WNC,27,WNC27,NA,NA,NA,NA,NA,NA,NA,NA,E,448306,4465590,NA,NA,NA,NA,NA,NA,NA
WNC,27,WNC27,NA,NA,NA,NA,NA,NA,NA,NA,S,448298,4465589,NA,NA,NA,NA,NA,NA,NA
WNC,27,WNC27,NA,NA,NA,NA,NA,NA,NA,NA,W,448297,4465594,NA,NA,NA,NA,NA,NA,NA
WNC,28,WNC28,N,Hallowell_Park,2008-08-20T00:00:00Z,intermediate_tall,riparian,Carex,NA,dam/cuttings,Center,448218,4465597,5,0,F,2563,NA,NA,NA
WNC,28,WNC28,NA,NA,NA,NA,NA,NA,NA,NA,N,448222,4465597,NA,NA,NA,NA,NA,NA,NA
WNC,28,WNC28,NA,NA,NA,NA,NA,NA,NA,NA,E,448225,4465591,NA,NA,NA,NA,NA,NA,NA
WNC,28,WNC28,NA,NA,NA,NA,NA,NA,NA,NA,S,448222,4465587,NA,NA,NA,NA,NA,NA,NA
WNC,28,WNC28,NA,NA,NA,NA,NA,NA,NA,NA,W,448215,4465596,NA,NA,NA,NA,NA,NA,NA
WNC,29,WNC29,N,Cow_Creek,2008-08-21T00:00:00Z,intermediate_short_young,riparian,Grass,NA,Dam,Center,458046,4475925,4,NA,NA,2376,NA,NA,NA
WNC,29,WNC29,NA,NA,NA,short_young,NA,NA,NA,NA,N,458048,4475929,NA,NA,NA,NA,NA,NA,NA
WNC,29,WNC29,NA,NA,NA,NA,NA,NA,NA,NA,E,458050,4475927,NA,NA,NA,NA,NA,NA,NA
WNC,29,WNC29,NA,NA,NA,NA,NA,NA,NA,NA,S,458049,4475927,NA,NA,NA,NA,NA,NA,NA
WNC,29,WNC29,NA,NA,NA,NA,NA,NA,NA,NA,W,458047,4475920,NA,NA,NA,NA,NA,NA,NA
WNC,30,WNC30,N,Cow_Creek,2008-08-21T00:00:00Z,intermediate_short_young,riparian,Carex,NA,dam/cuttings,Center,457797,4475890,5,0,F,2377,NA,NA,NA
WNC,30,WNC30,NA,NA,NA,NA,NA,NA,NA,NA,N,457795,4475893,NA,NA,NA,NA,NA,NA,NA
WNC,30,WNC30,NA,NA,NA,NA,NA,NA,NA,NA,E,457798,4475885,NA,NA,NA,NA,NA,NA,NA
WNC,30,WNC30,NA,NA,NA,NA,NA,NA,NA,NA,S,457794,4475886,NA,NA,NA,NA,NA,NA,NA
WNC,30,WNC30,NA,NA,NA,NA,NA,NA,NA,NA,W,457794,4475891,NA,NA,NA,NA,NA,NA,NA
WNC,31,WNC31,N,Hidden_Valley,2008-10-09T00:00:00Z,tall,wet_meadow,Carex,NA,None,Center,445047,4472405,4,0,F,2808,NA,NA,NA
WNC,31,WNC31,NA,NA,NA,NA,NA,NA,NA,NA,N,445046,4472406,NA,NA,NA,NA,NA,NA,NA
WNC,31,WNC31,NA,NA,NA,NA,NA,NA,NA,NA,E,445049,4472404,NA,NA,NA,NA,NA,NA,NA
WNC,31,WNC31,NA,NA,NA,NA,NA,NA,NA,NA,S,445048,4472401,NA,NA,NA,NA,NA,NA,NA
WNC,31,WNC31,NA,NA,NA,NA,NA,NA,NA,NA,W,445047,4472403,NA,NA,NA,NA,NA,NA,NA
WNC,35,WNC35,N,Cow_Creek,2008-11-10T00:00:00Z,NA,riparian,Carex,NA,dam/cuttings/scat/tracks,Center,457521,4475686,5,7,N,2390,NA,NA,NA
WNC,35,WNC35,NA,NA,NA,NA,NA,NA,NA,NA,N,457521,4475694,NA,NA,NA,NA,NA,NA,NA
WNC,35,WNC35,NA,NA,NA,NA,NA,NA,NA,NA,E,457524,4475689,NA,NA,NA,NA,NA,NA,NA
WNC,35,WNC35,NA,NA,NA,NA,NA,NA,NA,NA,S,457520,4475686,NA,NA,NA,NA,NA,NA,NA
WNC,35,WNC35,NA,NA,NA,NA,NA,NA,NA,NA,W,457523,4475688,NA,NA,NA,NA,NA,NA,NA
WNC,32,WNC32,N,Hallowell,2008-10-29T00:00:00Z,tall,riparian,Grasses,NA,Dam,Center,448370,4465636,7,0,F,2566,NA,NA,NA
WNC,32,WNC32,NA,NA,NA,NA,NA,NA,NA,NA,N,448372,4465637,NA,NA,NA,NA,NA,NA,NA
WNC,32,WNC32,NA,NA,NA,NA,NA,NA,NA,NA,E,448374,4465638,NA,NA,NA,NA,NA,NA,NA
WNC,32,WNC32,NA,NA,NA,NA,NA,NA,NA,NA,S,448373,4465634,NA,NA,NA,NA,NA,NA,NA
WNC,32,WNC32,NA,NA,NA,NA,NA,NA,NA,NA,W,448372,4465636,NA,NA,NA,NA,NA,NA,NA
WNC,33,WNC33,N,Hallowell,2008-11-04T00:00:00Z,tall,riparian,Carex,NA,dam/scat,Center,448523,4465724,6,0,F,2557,E_corner_will_probably_be_submerged_in_spring,NA,NA
WNC,33,WNC33,NA,NA,NA,NA,NA,NA,NA,NA,N,448523,4465727,NA,NA,NA,NA,NA,NA,NA
WNC,33,WNC33,NA,NA,NA,NA,NA,NA,NA,NA,E,448527,4465725,NA,NA,NA,NA,NA,NA,NA
WNC,33,WNC33,NA,NA,NA,NA,NA,NA,NA,NA,S,448527,4465716,NA,NA,NA,NA,NA,NA,NA
WNC,33,WNC33,NA,NA,NA,NA,NA,NA,NA,NA,W,448521,4465723,NA,NA,NA,NA,NA,NA,NA
